city;city_ibge_code;confirmed;confirmed_per_100k_inhabitants;date;death_rate;deaths;estimated_population_2019;is_last;order_for_place;place_type;state
São Tomás de Aquino;3165107;1;14,24299;2020-04-14;;0;7021,0;True;1;city;MG
Sarzedo;3165537;1;3,05325;2020-04-14;;0;32752,0;True;10;city;MG
Senador Amaral;3165578;4;74,6826;2020-04-14;;0;5356,0;True;9;city;MG
Serra do Salitre;3166808;1;8,63409;2020-04-14;;0;11582,0;True;17;city;MG
Sete Lagoas;3167202;3;1,25188;2020-04-14;;0;239639,0;True;28;city;MG
Timóteo;3168705;7;7,79146;2020-04-14;;0;89842,0;True;23;city;MG
Toledo;3169109;3;47,93864;2020-04-14;;0;6258,0;True;13;city;MG
Ubá;3169901;3;2,59623;2020-04-14;;0;115552,0;True;9;city;MG
Uberaba;3170107;21;6,29151;2020-04-14;0,0476;1;333783,0;True;25;city;MG
Uberlândia;3170206;61;8,82389;2020-04-14;0,0656;4;691305,0;True;28;city;MG
Unaí;3170404;1;1,18514;2020-04-14;;0;84378,0;True;16;city;MG
Varginha;3170701;7;5,16384;2020-04-14;0,1429;1;135558,0;True;11;city;MG
Vazante;3171006;2;9,71345;2020-04-14;;0;20590,0;True;7;city;MG
;31;884;4,17596;2020-04-14;0,0305;27;21168791,0;True;37;state;MG
Acrelândia;1200013;11;72,10278;2020-04-13;;0;15256,0;True;16;city;AC
Bujari;1200138;1;9,74089;2020-04-13;;0;10266,0;True;6;city;AC
Cruzeiro do Sul;1200203;2;2,26306;2020-04-13;;0;88376,0;True;1;city;AC
Plácido de Castro;1200385;7;35,42331;2020-04-13;;0;19761,0;True;8;city;AC
Porto Acre;1200807;1;5,40424;2020-04-13;;0;18504,0;True;16;city;AC
Rio Branco;1200401;68;16,69453;2020-04-13;0,0441;3;407319,0;True;28;city;AC
;12;90;10,20483;2020-04-13;0,0333;3;881935,0;True;28;state;AC
Importados/Indefinidos;;7;;2020-04-13;;0;;True;16;city;AL
Maceió;2704302;47;4,6126;2020-04-13;0,0851;4;1018948,0;True;34;city;AL
Marechal Deodoro;2704708;2;3,85349;2020-04-13;;0;51901,0;True;11;city;AL
Palmeira dos Índios;2706307;1;1,36578;2020-04-13;;0;73218,0;True;8;city;AL
Porto Real do Colégio;2707503;1;4,98355;2020-04-13;;0;20066,0;True;20;city;AL
;27;58;1,7379;2020-04-13;0,069;4;3337357,0;True;34;state;AL
Anori;1300102;3;14,27891;2020-04-13;;0;21010,0;True;16;city;AM
Boca do Acre;1300706;1;2,91477;2020-04-13;;0;34308,0;True;19;city;AM
Careiro;1301100;1;2,64068;2020-04-13;;0;37869,0;True;3;city;AM
Careiro da Várzea;1301159;2;6,61704;2020-04-13;;0;30225,0;True;14;city;AM
Iranduba;1301852;14;28,98791;2020-04-13;;0;48296,0;True;9;city;AM
Itacoatiara;1301902;15;14,8021;2020-04-13;;0;101337,0;True;16;city;AM
Jutaí;1302306;0;;2020-04-13;;0;14317,0;True;8;city;AM
Manacapuru;1302504;92;94,47816;2020-04-13;0,0326;3;97377,0;True;18;city;AM
Manaus;1302603;1106;50,66972;2020-04-13;0,0542;60;2182763,0;True;28;city;AM
Manicoré;1302702;1;1,79369;2020-04-13;1,0;1;55751,0;True;6;city;AM
Maués;1302900;0;;2020-04-13;;0;63905,0;True;4;city;AM
Novo Airão;1303205;2;10,28066;2020-04-13;0,5;1;19454,0;True;15;city;AM
Parintins;1303403;11;9,62607;2020-04-13;0,2727;3;114273,0;True;23;city;AM
Presidente Figueiredo;1303536;2;5,51283;2020-04-13;0,5;1;36279,0;True;6;city;AM
Santo Antônio do Içá;1303700;10;46,29201;2020-04-13;;0;21602,0;True;19;city;AM
São Paulo de Olivença;1303908;7;17,81216;2020-04-13;0,1429;1;39299,0;True;7;city;AM
Tabatinga;1304062;3;4,55622;2020-04-13;0,3333;1;65844,0;True;6;city;AM
Tefé;1304203;1;1,67087;2020-04-13;;0;59849,0;True;4;city;AM
Tonantins;1304237;4;21,32765;2020-04-13;;0;18755,0;True;12;city;AM
;13;1275;30,76294;2020-04-13;0,0557;71;4144597,0;True;28;state;AM
Macapá;1600303;211;41,92106;2020-04-13;0,019;4;503327,0;True;25;city;AP
Oiapoque;1600501;2;7,33407;2020-04-13;;0;27270,0;True;10;city;AP
Santana;1600600;31;25,54299;2020-04-13;0,0645;2;121364,0;True;9;city;AP
;16;244;28,85078;2020-04-13;0,0246;6;845731,0;True;25;state;AP
Abaíra;2900108;1;11,44296;2020-04-13;;0;8739,0;True;1;city;BA
Adustina;2900355;1;5,86854;2020-04-13;1,0;1;17040,0;True;10;city;BA
Alagoinhas;2900702;5;3,29824;2020-04-13;;0;151596,0;True;19;city;BA
Araci;2902104;1;1,83895;2020-04-13;1,0;1;54379,0;True;6;city;BA
Aurelino Leal;2902401;1;8,67227;2020-04-13;;0;11531,0;True;6;city;BA
Barra;2902708;2;3,73288;2020-04-13;;0;53578,0;True;14;city;BA
Barra do Choça;2902906;1;3,16426;2020-04-13;;0;31603,0;True;8;city;BA
Barra do Rocha;2903102;3;52,50263;2020-04-13;;0;5714,0;True;13;city;BA
Barreiras;2903201;1;0,64334;2020-04-13;;0;155439,0;True;23;city;BA
Belmonte;2903409;2;8,57339;2020-04-13;;0;23328,0;True;12;city;BA
Brumado;2904605;8;11,90565;2020-04-13;;0;67195,0;True;22;city;BA
Cachoeira;2904902;1;2,98775;2020-04-13;;0;33470,0;True;10;city;BA
Camacan;2905602;1;3,12617;2020-04-13;;0;31988,0;True;4;city;BA
Camaçari;2905701;12;4,01161;2020-04-13;;0;299132,0;True;25;city;BA
Campo Formoso;2906006;1;1,40438;2020-04-13;;0;71206,0;True;8;city;BA
Canarana;2906204;1;3,82029;2020-04-13;;0;26176,0;True;20;city;BA
Canavieiras;2906303;1;3,21554;2020-04-13;;0;31099,0;True;1;city;BA
Candeias;2906501;1;1,14842;2020-04-13;;0;87076,0;True;14;city;BA
Cansanção;2906808;1;2,87076;2020-04-13;;0;34834,0;True;4;city;BA
Capim Grosso;2906873;1;3,26137;2020-04-13;;0;30662,0;True;3;city;BA
Catu;2907509;3;5,48406;2020-04-13;;0;54704,0;True;14;city;BA
Coaraci;2908002;2;11,76955;2020-04-13;;0;16993,0;True;14;city;BA
Conceição do Coité;2908408;2;3,00246;2020-04-13;;0;66612,0;True;6;city;BA
Conceição do Jacuípe;2908507;1;3,01632;2020-04-13;;0;33153,0;True;23;city;BA
Conde;2908606;1;3,87042;2020-04-13;;0;25837,0;True;21;city;BA
Dias d'Ávila;2910057;1;1,23321;2020-04-13;;0;81089,0;True;15;city;BA
Euclides da Cunha;2910701;1;1,65057;2020-04-13;;0;60585,0;True;6;city;BA
Feira de Santana;2910800;50;8,13177;2020-04-13;;0;614872,0;True;37;city;BA
Gandu;2911204;1;3,08613;2020-04-13;;0;32403,0;True;10;city;BA
Gongogi;2911501;1;14,02918;2020-04-13;1,0;1;7128,0;True;6;city;BA
Ibirataia;2912905;3;19,59248;2020-04-13;;0;15312,0;True;9;city;BA
Ibotirama;2913200;1;3,71374;2020-04-13;;0;26927,0;True;8;city;BA
Ilhéus;2913606;44;27,10578;2020-04-13;0,0227;1;162327,0;True;20;city;BA
Ipiaú;2913903;12;26,15918;2020-04-13;;0;45873,0;True;18;city;BA
Itabuna;2914802;26;12,19381;2020-04-13;;0;213223,0;True;26;city;BA
Itagi;2915106;1;8,09651;2020-04-13;;0;12351,0;True;6;city;BA
Itagibá;2915205;3;20,57754;2020-04-13;0,3333;1;14579,0;True;17;city;BA
Itajuípe;2915502;4;19,52077;2020-04-13;;0;20491,0;True;14;city;BA
Itamaraju;2915601;1;1,55072;2020-04-13;;0;64486,0;True;16;city;BA
Itapé;2916203;1;11,41422;2020-04-13;;0;8761,0;True;1;city;BA
Itapebi;2916302;4;38,99015;2020-04-13;;0;10259,0;True;5;city;BA
Itapetinga;2916401;5;6,56625;2020-04-13;0,2;1;76147,0;True;10;city;BA
Itarantim;2916807;1;5,06406;2020-04-13;;0;19747,0;True;9;city;BA
Itatim;2916856;1;6,90274;2020-04-13;;0;14487,0;True;6;city;BA
Itororó;2917102;4;19,62516;2020-04-13;;0;20382,0;True;16;city;BA
Ituberá;2917300;1;3,49626;2020-04-13;;0;28602,0;True;5;city;BA
Jaguaquara;2917607;1;1,83746;2020-04-13;;0;54423,0;True;4;city;BA
Jequié;2918001;1;0,64117;2020-04-13;;0;155966,0;True;22;city;BA
Juazeiro;2918407;5;2,30726;2020-04-13;;0;216707,0;True;22;city;BA
Lauro de Freitas;2919207;24;12,09434;2020-04-13;0,0833;2;198440,0;True;26;city;BA
Luís Eduardo Magalhães;2919553;1;1,14261;2020-04-13;;0;87519,0;True;3;city;BA
Medeiros Neto;2921104;1;4,40762;2020-04-13;;0;22688,0;True;14;city;BA
Nova Soure;2922904;1;3,71099;2020-04-13;;0;26947,0;True;15;city;BA
Palmeiras;2923506;1;11,0877;2020-04-13;;0;9019,0;True;9;city;BA
Piripá;2924702;1;9,33968;2020-04-13;;0;10707,0;True;9;city;BA
Pojuca;2925204;1;2,53043;2020-04-13;;0;39519,0;True;16;city;BA
Porto Seguro;2925303;11;7,39814;2020-04-13;;0;148686,0;True;29;city;BA
Prado;2925501;4;14,19749;2020-04-13;;0;28174,0;True;28;city;BA
Rio do Pires;2926905;1;8,58001;2020-04-13;;0;11655,0;True;4;city;BA
Salvador;2927408;390;13,57775;2020-04-13;0,0282;11;2872347,0;True;31;city;BA
Santa Cruz Cabrália;2927705;5;17,99986;2020-04-13;;0;27778,0;True;12;city;BA
Santa Luzia;2928059;1;7,9384;2020-04-13;;0;12597,0;True;5;city;BA
Santa Maria da Vitória;2928109;1;2,50973;2020-04-13;;0;39845,0;True;9;city;BA
São Domingos;2928950;1;11,03996;2020-04-13;;0;9058,0;True;20;city;BA
São Francisco do Conde;2929206;1;2,51244;2020-04-13;;0;39802,0;True;8;city;BA
Serra do Ramalho;2930154;1;3,17743;2020-04-13;;0;31472,0;True;2;city;BA
Serrinha;2930501;4;4,94676;2020-04-13;;0;80861,0;True;6;city;BA
Simões Filho;2930709;3;2,23252;2020-04-13;;0;134377,0;True;10;city;BA
Teixeira de Freitas;2931350;5;3,11552;2020-04-13;;0;160487,0;True;21;city;BA
Ubatã;2932309;4;14,79564;2020-04-13;;0;27035,0;True;5;city;BA
Uruçuca;2932705;12;58,48238;2020-04-13;0,0833;1;20519,0;True;10;city;BA
Utinga;2932804;1;5,21431;2020-04-13;1,0;1;19178,0;True;11;city;BA
Vera Cruz;2933208;1;2,31358;2020-04-13;;0;43223,0;True;3;city;BA
Vitória da Conquista;2933307;19;5,61333;2020-04-13;0,0526;1;338480,0;True;13;city;BA
;29;723;4,86114;2020-04-13;0,0304;22;14873064,0;True;37;state;BA
Acopiara;2300309;1;1,84264;2020-04-13;;0;54270,0;True;1;city;CE
Amontada;2300754;1;2,30139;2020-04-13;;0;43452,0;True;8;city;CE
Aquiraz;2301000;30;37,3734;2020-04-13;;0;80271,0;True;28;city;CE
Aracati;2301109;3;4,02431;2020-04-13;0,3333;1;74547,0;True;9;city;CE
Barroquinha;2302057;1;6,65912;2020-04-13;;0;15017,0;True;3;city;CE
Beberibe;2302206;2;3,73322;2020-04-13;;0;53573,0;True;15;city;CE
Canindé;2302800;1;1,29875;2020-04-13;;0;76997,0;True;11;city;CE
Cariús;2303303;2;10,69576;2020-04-13;0,5;1;18699,0;True;8;city;CE
Cascavel;2303501;1;1,39386;2020-04-13;;0;71743,0;True;7;city;CE
Catarina;2303600;1;4,83138;2020-04-13;;0;20698,0;True;8;city;CE
Caucaia;2303709;31;8,57775;2020-04-13;0,0323;1;361400,0;True;17;city;CE
Crateús;2304103;1;1,33202;2020-04-13;;0;75074,0;True;8;city;CE
Crato;2304202;2;1,51374;2020-04-13;;0;132123,0;True;4;city;CE
Croatá;2304236;1;5,53618;2020-04-13;;0;18063,0;True;8;city;CE
Eusébio;2304285;7;13,05532;2020-04-13;0,2857;2;53618,0;True;13;city;CE
Farias Brito;2304301;1;5,14139;2020-04-13;1,0;1;19450,0;True;11;city;CE
Forquilha;2304350;0;;2020-04-13;;0;24218,0;True;3;city;CE
Fortaleza;2304400;1686;63,16163;2020-04-13;0,0463;78;2669342,0;True;28;city;CE
Fortim;2304459;1;6,06796;2020-04-13;;0;16480,0;True;22;city;CE
Graça;2304657;1;6,94493;2020-04-13;;0;14399,0;True;1;city;CE
Guaraciaba do Norte;2305001;1;2,46051;2020-04-13;;0;40642,0;True;8;city;CE
Horizonte;2305233;7;10,39547;2020-04-13;0,1429;1;67337,0;True;10;city;CE
Icapuí;2305357;1;5,01655;2020-04-13;;0;19934,0;True;6;city;CE
Icó;2305407;3;4,4106;2020-04-13;;0;68018,0;True;12;city;CE
Iguatu;2305506;7;6,8294;2020-04-13;0,4286;3;102498,0;True;9;city;CE
Importados/Indefinidos;;30;;2020-04-13;;0;;True;23;city;CE
Independência;2305605;2;7,64;2020-04-13;;0;26178,0;True;4;city;CE
Ipaporanga;2305654;1;8,62589;2020-04-13;;0;11593,0;True;11;city;CE
Ipueiras;2305902;2;5,24027;2020-04-13;;0;38166,0;True;9;city;CE
Itaiçaba;2306207;1;12,77629;2020-04-13;;0;7827,0;True;6;city;CE
Itaitinga;2306256;5;13,16482;2020-04-13;0,2;1;37980,0;True;15;city;CE
Itapajé;2306306;1;1,89843;2020-04-13;;0;52675,0;True;12;city;CE
Itapipoca;2306405;2;1,5461;2020-04-13;;0;129358,0;True;12;city;CE
Itarema;2306553;1;2,39086;2020-04-13;;0;41826,0;True;3;city;CE
Jaguaribe;2306900;5;14,4167;2020-04-13;0,4;2;34682,0;True;12;city;CE
Juazeiro do Norte;2307304;3;1,09406;2020-04-13;;0;274207,0;True;25;city;CE
Lavras da Mangabeira;2307502;1;3,1738;2020-04-13;;0;31508,0;True;8;city;CE
Limoeiro do Norte;2307601;4;6,71817;2020-04-13;0,75;3;59540,0;True;9;city;CE
Maracanaú;2307650;25;10,9704;2020-04-13;0,04;1;227886,0;True;16;city;CE
Maranguape;2307700;5;3,87663;2020-04-13;0,4;2;128978,0;True;18;city;CE
Mauriti;2308104;1;2,08498;2020-04-13;;0;47962,0;True;21;city;CE
Mombaça;2308500;3;6,84978;2020-04-13;;0;43797,0;True;6;city;CE
Novo Oriente;2309409;2;6,9913;2020-04-13;;0;28607,0;True;9;city;CE
Pacajus;2309607;1;1,38498;2020-04-13;;0;72203,0;True;2;city;CE
Pacatuba;2309706;2;2,39716;2020-04-13;;0;83432,0;True;9;city;CE
Pindoretama;2310852;1;4,86216;2020-04-13;;0;20567,0;True;9;city;CE
Quixadá;2311306;7;7,97921;2020-04-13;;0;87728,0;True;17;city;CE
Quixeramobim;2311405;3;3,69996;2020-04-13;0,3333;1;81082,0;True;9;city;CE
Quixeré;2311504;2;9,02975;2020-04-13;;0;22149,0;True;4;city;CE
Russas;2311801;3;3,83661;2020-04-13;;0;78194,0;True;4;city;CE
Santana do Acaraú;2312007;1;3,08147;2020-04-13;;0;32452,0;True;8;city;CE
Santa Quitéria;2312205;1;2,28817;2020-04-13;1,0;1;43703,0;True;14;city;CE
São Luís do Curu;2312601;1;7,69231;2020-04-13;;0;13000,0;True;4;city;CE
Senador Pompeu;2312700;2;7,84437;2020-04-13;;0;25496,0;True;8;city;CE
Senador Sá;2312809;1;13,11819;2020-04-13;;0;7623,0;True;4;city;CE
Sobral;2312908;17;8,1365;2020-04-13;;0;208935,0;True;26;city;CE
Tabuleiro do Norte;2313104;1;3,25765;2020-04-13;;0;30697,0;True;4;city;CE
Tianguá;2313401;3;3,95018;2020-04-13;0,3333;1;75946,0;True;13;city;CE
Trairi;2313500;1;1,78833;2020-04-13;;0;55918,0;True;1;city;CE
Várzea Alegre;2314003;1;2,45574;2020-04-13;;0;40721,0;True;5;city;CE
;23;1935;21,18904;2020-04-13;0,0522;101;9132078,0;True;29;state;CE
Brasília;5300108;641;21,25848;2020-04-13;0,0234;15;3015268,0;True;37;city;DF
;53;641;21,25848;2020-04-13;0,0234;15;3015268,0;True;37;state;DF
Afonso Cláudio;3200102;1;3,26947;2020-04-13;;0;30586,0;True;13;city;ES
Alfredo Chaves;3200300;1;6,84885;2020-04-13;;0;14601,0;True;2;city;ES
Alto Rio Novo;3200359;0;;2020-04-13;;0;7836,0;True;14;city;ES
Aracruz;3200607;7;6,91563;2020-04-13;;0;101220,0;True;13;city;ES
Boa Esperança;3201001;1;6,65026;2020-04-13;;0;15037,0;True;7;city;ES
Cachoeiro de Itapemirim;3201209;6;2,8712;2020-04-13;;0;208972,0;True;25;city;ES
Cariacica;3201308;37;9,70403;2020-04-13;0,027;1;381285,0;True;25;city;ES
Castelo;3201407;2;5,3285;2020-04-13;;0;37534,0;True;19;city;ES
Colatina;3201506;6;4,898;2020-04-13;;0;122499,0;True;11;city;ES
Fundão;3202207;2;9,29843;2020-04-13;;0;21509,0;True;12;city;ES
Guarapari;3202405;4;3,20361;2020-04-13;;0;124859,0;True;17;city;ES
Ibiraçu;3202504;2;16,02693;2020-04-13;;0;12479,0;True;8;city;ES
Importados/Indefinidos;;0;;2020-04-13;;0;;True;21;city;ES
Itapemirim;3202801;1;2,91138;2020-04-13;;0;34348,0;True;17;city;ES
Linhares;3203205;9;5,18568;2020-04-13;0,1111;1;173555,0;True;26;city;ES
Nova Venécia;3203908;2;3,99122;2020-04-13;;0;50110,0;True;7;city;ES
Santa Leopoldina;3204500;1;8,18063;2020-04-13;;0;12224,0;True;2;city;ES
Santa Teresa;3204609;4;16,95634;2020-04-13;;0;23590,0;True;22;city;ES
São Gabriel da Palha;3204708;2;5,27051;2020-04-13;;0;37947,0;True;4;city;ES
São José do Calçado;3204807;1;9,47329;2020-04-13;;0;10556,0;True;3;city;ES
São Mateus;3204906;5;3,82816;2020-04-13;0,2;1;130611,0;True;16;city;ES
São Roque do Canaã;3204955;1;8,05477;2020-04-13;;0;12415,0;True;18;city;ES
Serra;3205002;109;21,06239;2020-04-13;0,0459;5;517510,0;True;22;city;ES
Sooretama;3205010;2;6,65115;2020-04-13;;0;30070,0;True;12;city;ES
Venda Nova do Imigrante;3205069;1;3,95617;2020-04-13;;0;25277,0;True;6;city;ES
Viana;3205101;4;5,11254;2020-04-13;;0;78239,0;True;14;city;ES
Vila Velha;3205200;133;26,93191;2020-04-13;0,0226;3;493838,0;True;26;city;ES
Vitória;3205309;119;32,86412;2020-04-13;0,0504;6;362097,0;True;26;city;ES
;32;463;11,52128;2020-04-13;0,0367;17;4018650,0;True;40;state;ES
Águas Lindas de Goiás;5200258;2;0,94144;2020-04-13;;0;212440,0;True;17;city;GO
Aloândia;5200506;1;50,12531;2020-04-13;;0;1995,0;True;3;city;GO
Anápolis;5201108;18;4,65209;2020-04-13;;0;386923,0;True;28;city;GO
Anhanguera;5201207;1;87,0322;2020-04-13;;0;1149,0;True;5;city;GO
Aparecida de Goiânia;5201405;5;0,86478;2020-04-13;0,2;1;578179,0;True;26;city;GO
Bela Vista de Goiás;5203302;1;3,33611;2020-04-13;;0;29975,0;True;6;city;GO
Bom Jesus de Goiás;5203500;1;3,96574;2020-04-13;;0;25216,0;True;11;city;GO
Caldas Novas;5204508;1;1,09695;2020-04-13;;0;91162,0;True;13;city;GO
Campestre de Goiás;5204607;1;27,54821;2020-04-13;;0;3630,0;True;13;city;GO
Catalão;5205109;1;0,91892;2020-04-13;;0;108823,0;True;23;city;GO
Cidade Ocidental;5205497;2;2,80206;2020-04-13;;0;71376,0;True;13;city;GO
Formosa;5208004;1;0,82225;2020-04-13;;0;121617,0;True;1;city;GO
