titulo;link;id
 Coronavirus is causing a rise in drug and alcohol relapses - 02:33 PM EDT;https://nypost.com/2020/03/30/coronavirus-is-causing-a-rise-in-drug-and-alcohol-relapses/;nypost-com-2020-03-30-coronavirus-is-causing-a-rise-in-drug-and-alcoh
 Johnson & Johnson lands $1B government deal to boost coronavirus vaccine capacity - 02:33 PM EDT;https://nypost.com/2020/03/30/johnson-johnson-lands-1b-government-deal-to-boost-coronavirus-vaccine-capacity/;nypost-com-2020-03-30-johnson-johnson-lands-1b-government-deal-to-boo
 Snowden: Coronavirus pandemic could lead to extended government surveillance - 02:33 PM EDT;https://nypost.com/2020/03/30/snowden-coronavirus-pandemic-could-lead-to-extended-government-surveillance/;nypost-com-2020-03-30-snowden-coronavirus-pandemic-could-lead-to-exte
 The playoff scenarios NBA is discussing for hopeful return - 02:33 PM EDT;https://nypost.com/2020/03/30/the-playoff-scenarios-nba-is-discussing-for-hopeful-return/;nypost-com-2020-03-30-the-playoff-scenarios-nba-is-discussing-for-hop
 Crowds ignore social distancing rules to watch USNS Comfort - 02:33 PM EDT;https://nypost.com/2020/03/30/crowds-ignore-social-distancing-rules-to-watch-usns-comfort/;nypost-com-2020-03-30-crowds-ignore-social-distancing-rules-to-watch-
 Brooks Brothers will make 150,000 masks a day in coronavirus fight - 02:33 PM EDT;https://nypost.com/2020/03/30/brooks-brothers-will-make-150000-masks-a-day-in-coronavirus-fight/;nypost-com-2020-03-30-brooks-brothers-will-make-150000-masks-a-day-in
 Michigan college student dies of coronavirus weeks before graduation - 02:33 PM EDT;https://nypost.com/2020/03/30/michigan-college-student-dies-of-coronavirus-weeks-before-graduation/;nypost-com-2020-03-30-michigan-college-student-dies-of-coronavirus-we
 The year of Mario: A ton of classic 3D games reportedly coming to Switch in 2020 - 02:31 PM EDT;https://arstechnica.com/?p=1664327;arstechnica-com-p-1664327
 New coronavirus test can return results in 5 minutes - 02:30 PM EDT;https://www.foxnews.com/science/new-coronavirus-test-results-in-five-minutes;foxnews-com-science-new-coronavirus-test-results-in-five-minutes
 Germany's Merkel to work from home despite negative coronavirus test - 02:28 PM EDT;https://www.reuters.com/article/us-health-coronavirus-merkel/germanys-merkel-to-work-from-home-despite-negative-coronavirus-test-idUSKBN21H31A?feedType=RSS&feedName=topNews;reuters-com-article-us-health-coronavirus-merkel-germanys-merkel-to-w
 J&J, Moderna sign deals with U.S. to produce possible coronavirus vaccines - 02:28 PM EDT;https://www.reuters.com/article/us-health-coronavirus-johnson-johnson/jj-moderna-sign-deals-with-u-s-to-produce-possible-coronavirus-vaccines-idUSKBN21H1OY?feedType=RSS&feedName=topNews;reuters-com-article-us-health-coronavirus-johnson-johnson-jj-moderna-
 Driver disregards coronavirus lockdown in UK, takes 224-mile trip to pick up windows bought online - 02:25 PM EDT;https://www.foxnews.com/world/coronavirus-lockdown-uk-driver-disregard-round-trip-windows-ebay-police;foxnews-com-world-coronavirus-lockdown-uk-driver-disregard-round-trip
 Coronavirus forces Jerusalem's Holy Sepulchre to close its doors for first time since 1349: 'Very sad' - 02:25 PM EDT;https://www.foxnews.com/world/coronavirus-israel-jerusalem-holy-sites;foxnews-com-world-coronavirus-israel-jerusalem-holy-sites
 South African workers locked in factory, forced to make medical masks for coronavirus outbreak, official says - 02:25 PM EDT;https://www.foxnews.com/world/south-africa-factory-masks-coronavirus;foxnews-com-world-south-africa-factory-masks-coronavirus
 Dominic Cummings self-isolates after experiencing coronavirus symptoms - 02:24 PM EDT;https://www.theguardian.com/politics/2020/mar/30/dominic-cummings-self-isolates-after-experiencing-coronavirus-symptoms;theguardian-com-politics-2020-mar-30-dominic-cummings-self-isolates-a
 Steven Caulker: 'It is really hostile at these grounds but I love it' - 02:24 PM EDT;https://www.theguardian.com/football/2020/mar/30/steven-caulker-alanyaspor-turkey-hostile-coronavirus;theguardian-com-football-2020-mar-30-steven-caulker-alanyaspor-turkey
 Jade Jones: 'Olympics delay gives me a year to become a better athlete' - 02:24 PM EDT;https://www.theguardian.com/sport/2020/mar/30/jade-jones-tokyo-olympics-delay-taekwondo-team-gb;theguardian-com-sport-2020-mar-30-jade-jones-tokyo-olympics-delay-tae
 Uefa meeting to discuss options over end of football season - 02:24 PM EDT;https://www.theguardian.com/football/2020/mar/30/uefa-meeting-to-discuss-options-over-end-of-football-season;theguardian-com-football-2020-mar-30-uefa-meeting-to-discuss-options-
 Coronavirus: Mum's search for chicken nuggets for disabled son - 02:24 PM EDT;https://www.bbc.co.uk/news/uk-wales-52098096;bbc-co-uk-news-uk-wales-52098096
 Parents claim supermarkets have stopped them from shopping with their children - 02:23 PM EDT;https://www.dailymail.co.uk/news/article-8168609/Parents-claim-supermarkets-stopped-shopping-children.html?ns_mchannel=rss&ito=1490&ns_campaign=1490;dailymail-co-uk-news-article-8168609-Parents-claim-supermarkets-stopp
 Couple 'may have entered coronavirus suicide pact' as wife, 82, dies and husband, 86, is critical - 02:23 PM EDT;https://www.dailymail.co.uk/news/article-8168883/Couple-entered-coronavirus-suicide-pact-wife-82-dies-husband-86-critical.html?ns_mchannel=rss&ito=1490&ns_campaign=1490;dailymail-co-uk-news-article-8168883-Couple-entered-coronavirus-suici
 Hero PCSO, 66, dies of coronavirus - 02:23 PM EDT;https://www.dailymail.co.uk/news/article-8168827/Hero-PCSO-66-dies-coronavirus.html?ns_mchannel=rss&ito=1490&ns_campaign=1490;dailymail-co-uk-news-article-8168827-Hero-PCSO-66-dies-coronavirus-ht
 More than 1,000 patients are being hospitalised with coronavirus every day - 02:23 PM EDT;https://www.dailymail.co.uk/news/article-8168873/More-1-000-patients-hospitalised-coronavirus-day.html?ns_mchannel=rss&ito=1490&ns_campaign=1490;dailymail-co-uk-news-article-8168873-More-1-000-patients-hospitalised
 Amid coronavirus closures, 15,000 high school students are absent online, 30,000 fail to check in daily - 02:23 PM EDT;https://www.latimes.com/california/story/2020-03-30/coronavirus-los-angeles-schools-15000-high-school-students-absent;latimes-com-california-story-2020-03-30-coronavirus-los-angeles-schoo
 Merkel Continues Quarantine After Third Test Negative - 02:23 PM EDT;https://www.bloomberg.com/news/articles/2020-03-30/merkel-continues-quarantine-after-third-negative-test;bloomberg-com-news-articles-2020-03-30-merkel-continues-quarantine-af
 Coronavirus Hazard Pay Sought by Federal Workers Suing U.S. - 02:23 PM EDT;https://www.bloomberg.com/news/articles/2020-03-30/coronavirus-hazard-pay-sought-by-federal-workers-suing-u-s;bloomberg-com-news-articles-2020-03-30-coronavirus-hazard-pay-sought-
 Instagram, podcasts and Fox News: Biden urged to get more creative amid coronavirus crisis - 02:23 PM EDT;https://www.miamiherald.com/news/politics-government/election/article241621431.html#storylink=rss;miamiherald-com-news-politics-government-election-article241621431-ht
 Virginia governor issues stay-at-home order in the midst of pandemic - 02:23 PM EDT;https://thehill.com/policy/healthcare/490187-virginia-governor-orders-stay-at-home-order-in-the-midst-of-pandemic;thehill-com-policy-healthcare-490187-virginia-governor-orders-stay-at
 Doctors Are Being Told That Wearing Masks “Might Freak Out Patients” - 02:22 PM EDT;https://www.motherjones.com/politics/2020/03/doctors-are-being-told-that-wearing-masks-might-freak-out-patients/;motherjones-com-politics-2020-03-doctors-are-being-told-that-wearing-
 Coronavirus: Vermont closes all hotels, vacation rentals and campgrounds - 02:22 PM EDT;https://www.mercurynews.com/2020/03/30/coronavirus-vermont-closes-all-hotels-vacation-rentals-and-campgrounds/;mercurynews-com-2020-03-30-coronavirus-vermont-closes-all-hotels-vaca
 Macy’s to furlough majority of its 130,000 workers - 02:22 PM EDT;https://www.mercurynews.com/2020/03/30/macys-to-furlough-majority-of-its-130000-workers/;mercurynews-com-2020-03-30-macys-to-furlough-majority-of-its-130000-w
" Doctor arrested for coughing on nurses in hospital; caused ‘substantial’ alarm - 02:22 PM EDT";https://www.mercurynews.com/2020/03/30/coronavirus-doctor-arrested-coughing-nurses/;mercurynews-com-2020-03-30-coronavirus-doctor-arrested-coughing-nurse
 Twitter: Laura Ingraham tweet broke rules against coronavirus misinformation - 02:22 PM EDT;https://www.politico.com/news/2020/03/30/twitter-laura-ingraham-coronavirus-misinformation-155731;politico-com-news-2020-03-30-twitter-laura-ingraham-coronavirus-misin
 Pentagon watchdog tapped to lead committee overseeing $2 trillion coronavirus package - 02:22 PM EDT;https://www.politico.com/news/2020/03/30/pentagon-coronavirus-committee-155721;politico-com-news-2020-03-30-pentagon-coronavirus-committee-155721
 Lessons Learned by NYC Makers Producing Personal Protective Equipment for Medics - 02:22 PM EDT;https://spectrum.ieee.org/tech-talk/biomedical/devices/lessons-learned-nyc-makers-producing-personal-protective-equipment-medics;spectrum-ieee-org-tech-talk-biomedical-devices-lessons-learned-nyc-ma
 Watch Full Video: Cuomo Delivers Coronavirus Briefing - 02:22 PM EDT;https://www.nytimes.com/video/us/politics/100000007061555/cuomo-coronavirus-briefing.html;nytimes-com-video-us-politics-100000007061555-cuomo-coronavirus-brief
 Prisoners ‘Terrified’ as Coronavirus Spreads Behind Bars - 02:22 PM EDT;https://www.nytimes.com/2020/03/30/us/coronavirus-prisons-jails.html;nytimes-com-2020-03-30-us-coronavirus-prisons-jails-html
 WeWork sells off social network Meetup to AlleyCorp and other investors - 02:22 PM EDT;https://techcrunch.com/2020/03/30/wework-sells-off-social-network-meetup-to-alleycorp-and-other-investors/;techcrunch-com-2020-03-30-wework-sells-off-social-network-meetup-to-a
 Coronavirus: Pastor arrested for violating social distancing rules by repeatedly holding large church services - 02:21 PM EDT;https://www.independent.co.uk/news/world/americas/coronavirus-pastor-arrest-florida-church-services-tampa-bay-social-distancing-a9436741.html;independent-co-uk-news-world-americas-coronavirus-pastor-arrest-flori
 Cuomo urges health care workers from other states to come help New York - 02:20 PM EDT;https://www.cbsnews.com/video/coronavirus-governor-cuomo-new-york-health-care-workers-other-states/;cbsnews-com-video-coronavirus-governor-cuomo-new-york-health-care-wor
 Van Gogh painting stolen from Dutch museum during coronavirus closure - 02:20 PM EDT;https://nypost.com/2020/03/30/van-gogh-painting-stolen-from-dutch-museum-during-coronavirus-closure/;nypost-com-2020-03-30-van-gogh-painting-stolen-from-dutch-museum-duri
 UK furious over China’s coronavirus disinformation campaign against US - 02:20 PM EDT;https://nypost.com/2020/03/30/uk-furious-over-chinas-coronavirus-disinformation-campaign-against-us/;nypost-com-2020-03-30-uk-furious-over-chinas-coronavirus-disinformati
 Trump Condemns New York for Planning Ahead on Coronavirus - 02:16 PM EDT;http://nymag.com/intelligencer/2020/03/coronavirus-trump-new-york-ventilators-cuomo.html?utm_source=flipboard.com&utm_medium=social_acct&utm_campaign=feed-part;http-nymag-com-intelligencer-2020-03-coronavirus-trump-new-york-venti
 Covid-19: ex-supreme court judge lambasts 'disgraceful' policing - 02:15 PM EDT;https://www.theguardian.com/world/2020/mar/30/covid-19-ex-supreme-court-judge-lambasts-disgraceful-policing;theguardian-com-world-2020-mar-30-covid-19-ex-supreme-court-judge-lam
 UK announces £75m airlift plan to rescue Britons stranded abroad - 02:15 PM EDT;https://www.theguardian.com/world/2020/mar/30/uk-announces-75m-airlift-plan-to-rescue-britons-stranded-abroad;theguardian-com-world-2020-mar-30-uk-announces-75m-airlift-plan-to-re
 ICE Detainees With HIV Are Pleading to Be Released to Avoid Coronavirus - 02:15 PM EDT;https://www.vice.com/en_us/article/pke4xb/ice-detainees-hiv-release-coronav;vice-com-en_us-article-pke4xb-ice-detainees-hiv-release-coronav
 Coronavirus Live: Global Coverage - 02:15 PM EDT;https://www.nytimes.com/2020/03/30/us/coronavirus-world-news-updates.html;nytimes-com-2020-03-30-us-coronavirus-world-news-updates-html
 Trump approves state request for upfront Illinois National Guard funding - 02:14 PM EDT;https://www.chicagotribune.com/coronavirus/ct-coronavirus-illinois-national-guard-funding-20200330-fi5dhocitvftrly4d2umji6gjq-story.html#ed=rss_www.chicagotribune.com/arcio/rss/category/news/breaking/;chicagotribune-com-coronavirus-ct-coronavirus-illinois-national-guard
 Coronavirus pandemic leads to extension of Chicago Police Department reform deadlines - 02:14 PM EDT;https://www.chicagotribune.com/news/ct-coronavirus-chicago-police-consent-decree-delayed-20200330-i27lvephljbuzitouq66m2sxka-story.html#ed=rss_www.chicagotribune.com/arcio/rss/category/news/breaking/;chicagotribune-com-news-ct-coronavirus-chicago-police-consent-decree-
 Things Go Off the Rails Quickly When a Father Lets His Daughter Cut His Hair at Home - 02:14 PM EDT;https://time.com/5812614/home-haircut-coronavirus/;time-com-5812614-home-haircut-coronavirus-
 We Must Act Now to Protect America’s Most Vulnerable from Coronavirus - 02:14 PM EDT;https://time.com/5812616/protect-americas-vulnerable-coronavirus/;time-com-5812616-protect-americas-vulnerable-coronavirus-
 Miami-Dade halts construction inspections after COVID-19 spreads at permit center - 02:13 PM EDT;https://www.miamiherald.com/news/coronavirus/article241618216.html#storylink=rss;miamiherald-com-news-coronavirus-article241618216-html-storylink-rss
 Coronavirus pandemic has Miami staying home. That’s good news for some shelter dogs - 02:13 PM EDT;https://www.miamiherald.com/news/coronavirus/article241621291.html#storylink=rss;miamiherald-com-news-coronavirus-article241621291-html-storylink-rss
 Hillsborough pastor facing arrest for holding church services despite COVID-19 orders - 02:13 PM EDT;https://www.miamiherald.com/news/coronavirus/article241623496.html#storylink=rss;miamiherald-com-news-coronavirus-article241623496-html-storylink-rss
 COVID-19 has cut air pollution in some countries—but will this blip make a difference? - 02:13 PM EDT;https://www.popsci.com/story/environment/covid-19-coronavirus-emissions-pollution/;popsci-com-story-environment-covid-19-coronavirus-emissions-pollution
 Why Are the Mainstream Media Ignoring Tara Reade's Sexual Assault Accusation Against Joe Biden? - 02:13 PM EDT;https://reason.com/2020/03/30/joe-biden-tara-reade-sexual-assault-media/;reason-com-2020-03-30-joe-biden-tara-reade-sexual-assault-media-
" UK's Johnson ""full of vigor"", top adviser self-isolates - 02:12 PM EDT";https://www.reuters.com/article/us-health-coronavirus-britain-cummings/uks-johnson-full-of-vigor-top-adviser-self-isolates-idUSKBN21H15K?feedType=RSS&feedName=topNews;reuters-com-article-us-health-coronavirus-britain-cummings-uks-johnso
 Medical Companies Win Approval for Rapid Coronavirus Tests - 02:12 PM EDT;https://www.wsj.com/articles/medical-companies-win-approval-for-rapid-coronavirus-tests-11585586147?mod=pls_whats_news_us_business_f;wsj-com-articles-medical-companies-win-approval-for-rapid-coronavirus
 GM Hustles to Pump Out Ventilators to Fight Coronavirus - 02:12 PM EDT;https://www.wsj.com/articles/gm-hustles-to-pump-out-ventilators-to-fight-coronavirus-amid-trump-barbs-11585586925?mod=pls_whats_news_us_business_f;wsj-com-articles-gm-hustles-to-pump-out-ventilators-to-fight-coronavi
 Democratic senators ask Pompeo to provide coronavirus aid to Palestinian Territories - 02:12 PM EDT;https://thehill.com/homenews/senate/490185-democratic-senators-ask-pompeo-to-provide-coronavirus-aid-to-palestinian;thehill-com-homenews-senate-490185-democratic-senators-ask-pompeo-to-
 Cuomo’s Favorability Numbers Explode amid Coronavirus Response - 02:11 PM EDT;https://www.nationalreview.com/news/cuomos-favorability-numbers-explode-amid-coronavirus-response/;nationalreview-com-news-cuomos-favorability-numbers-explode-amid-coro
 President Trump Argues that More Voting Means More Republican Losses - 02:11 PM EDT;https://www.motherjones.com/2020-elections/2020/03/trump-voting-levels-coronavirus/;motherjones-com-2020-elections-2020-03-trump-voting-levels-coronaviru
 Other Countries Are Spending More Than Us On Coronavirus Rescue Packages - 02:11 PM EDT;https://www.motherjones.com/kevin-drum/2020/03/other-countries-are-spending-more-than-us-on-coronavirus-rescue-packages/;motherjones-com-kevin-drum-2020-03-other-countries-are-spending-more-
 Stars react to Joe Diffie’s death: ‘Another great legend’s voice has gone silent’ - 02:10 PM EDT;https://www.mercurynews.com/2020/03/30/stars-react-to-joe-diffie-death-from-covid-19-another-great-legends-voice-has-gone-silent/;mercurynews-com-2020-03-30-stars-react-to-joe-diffie-death-from-covid
 State trooper pulled over a doctor for speeding. Then he gave her his N95 medical masks - 02:10 PM EDT;https://www.mercurynews.com/2020/03/30/state-trooper-pulled-over-a-doctor-for-speeding-then-he-gave-her-his-n95-medical-masks/;mercurynews-com-2020-03-30-state-trooper-pulled-over-a-doctor-for-spe
 Coronavirus robs Bay Area of send-off for Nicholas McGegan - 02:10 PM EDT;https://www.mercurynews.com/2020/03/30/coronavirus-robs-bay-area-of-send-off-for-nicholas-mcgegan/;mercurynews-com-2020-03-30-coronavirus-robs-bay-area-of-send-off-for-
 Coronavirus: Deadly virus or hay fever? Allergy sufferers worry - 02:10 PM EDT;https://www.mercurynews.com/2020/03/30/coronavirus-deadly-virus-or-hay-fever-allergy-sufferers-worry/;mercurynews-com-2020-03-30-coronavirus-deadly-virus-or-hay-fever-alle
 How Do You Wash Your Hands To Fend Off Coronavirus If Water Is Scarce? - 02:10 PM EDT;https://www.npr.org/sections/goatsandsoda/2020/03/30/819151076/how-do-you-wash-your-hands-to-fend-off-coronavirus-if-water-is-scarce?utm_medium=RSS&utm_campaign=news;npr-org-sections-goatsandsoda-2020-03-30-819151076-how-do-you-wash-yo
 ‘This can’t be the end’: How small gestures can help small businesses in a big way during coronavirus downturn - 02:10 PM EDT;https://www.seattletimes.com/opinion/this-cant-be-the-end-how-small-gestures-can-help-small-businesses-in-a-big-way-during-coronavirus-downturn/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all;seattletimes-com-opinion-this-cant-be-the-end-how-small-gestures-can-
 Coronavirus creating new tensions between employers and workers - 02:10 PM EDT;https://www.seattletimes.com/business/local-business/coronavirus-creating-new-tensions-between-employers-and-workers/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all;seattletimes-com-business-local-business-coronavirus-creating-new-ten
 Moscow goes into lockdown, rest of Russia braces for same - 02:10 PM EDT;https://www.seattletimes.com/nation-world/world/moscow-goes-into-lockdown-rest-of-russia-braces-for-same/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all;seattletimes-com-nation-world-world-moscow-goes-into-lockdown-rest-of
 UK banks expect regulator to order dividend freeze  - 02:09 PM EDT;https://www.ft.com/content/6f2d69f3-37d7-4da6-9e3f-b1b879aed40b;ft-com-content-6f2d69f3-37d7-4da6-9e3f-b1b879aed40b
 Big names and hackers unite in the drive for ventilators  - 02:09 PM EDT;https://www.ft.com/content/071c91f3-0455-44a4-97ef-bfe1f4b8ec91;ft-com-content-071c91f3-0455-44a4-97ef-bfe1f4b8ec91
 Compete in Startup Battlefield and Launch at Disrupt SF 2020 - 02:08 PM EDT;https://techcrunch.com/2020/03/30/compete-in-startup-battlefield-and-launch-at-disrupt-sf-2020/;techcrunch-com-2020-03-30-compete-in-startup-battlefield-and-launch-a
 What does the coronavirus outbreak mean for climate change? - 02:08 PM EDT;https://www.technologyreview.com/s/615409/radio-corona-so-what-about-climate-change/;technologyreview-com-s-615409-radio-corona-so-what-about-climate-chan
 Things That Used to Be Annoying But Are Now a Comfort - 02:07 PM EDT;https://www.newyorker.com/humor/daily-shouts/things-that-used-to-be-annoying-but-are-now-a-comfort;newyorker-com-humor-daily-shouts-things-that-used-to-be-annoying-but-
 Zimbabwe launches 21-day nationwide lockdown - 02:07 PM EDT;https://www.aljazeera.com/news/2020/03/zimbabwe-launches-21-day-nationwide-lockdown0-200330174200621.html;aljazeera-com-news-2020-03-zimbabwe-launches-21-day-nationwide-lockdo
 Who is Dr Anthony Fauci, the US's trusted voice on coronavirus? - 02:07 PM EDT;https://www.aljazeera.com/news/2020/03/dr-anthony-fauci-trusted-voice-coronavirus-200330124431910.html;aljazeera-com-news-2020-03-dr-anthony-fauci-trusted-voice-coronavirus
 Why recovered patients' blood may be key to fighting coronavirus - 02:05 PM EDT;https://www.cbsnews.com/news/coronavirus-antibodies-recovered-covid-19-patients-may-be-key-to-fighting-virus/;cbsnews-com-news-coronavirus-antibodies-recovered-covid-19-patients-m
 Biden debuts podcast to boost relevancy during coronavirus pandemic - 02:05 PM EDT;https://www.foxnews.com/politics/biden-debuts-podcast-to-boost-relevancy-during-coronavirus-pandemic;foxnews-com-politics-biden-debuts-podcast-to-boost-relevancy-during-c
 Australian astrophysicist sent to the hospital after coronavirus invention goes horribly wrong - 02:05 PM EDT;https://www.foxnews.com/world/australia-astrophysicist-hospital-invent-coronavirus-device-magnets-nose;foxnews-com-world-australia-astrophysicist-hospital-invent-coronaviru
 New Orleans doctor on Louisiana potentially becoming next coronavirus hotspot - 02:05 PM EDT;https://www.foxnews.com/media/doctor-in-louisiana-weighs-in-on-the-state-potentially-becoming-the-next-coronavirus-hotspot;foxnews-com-media-doctor-in-louisiana-weighs-in-on-the-state-potentia
