titulo;link;id
 People are risking death so we can stay home. We need to pay this debt. - 03:38 PM EDT;https://www.macleans.ca/opinion/people-are-risking-death-so-we-can-stay-home-we-need-to-pay-this-debt/;macleans-ca-opinion-people-are-risking-death-so-we-can-stay-home-we-n
 Could the coronavirus financial crisis lead to another populist storm? - 03:38 PM EDT;https://www.macleans.ca/opinion/could-the-coronavirus-financial-crisis-lead-to-another-populist-storm/;macleans-ca-opinion-could-the-coronavirus-financial-crisis-lead-to-an
 Search for a COVID-19 vaccine accelerates in China, US - 03:38 PM EDT;https://www.smh.com.au/world/north-america/search-for-a-covid-19-vaccine-accelerates-in-china-us-20200415-p54jup.html?ref=rss&utm_medium=rss&utm_source=rss_feed;smh-com-au-world-north-america-search-for-a-covid-19-vaccine-accelera
 The COVID-19 talk families need to have now - 03:38 PM EDT;https://www.mercurynews.com/2020/04/14/coronavirus-why-everyone-needs-to-talk-about-advanced-directives/;mercurynews-com-2020-04-14-coronavirus-why-everyone-needs-to-talk-abo
