titulo;link;id
 Coronavirus: Hong Kong welfare minister warns against employer cheating as details of HK$80 billion subsidy plan unveiled - 11:35 AM EDT;https://www.scmp.com/news/hong-kong/health-environment/article/3079914/coronavirus-hong-kong-welfare-minister-warns;scmp-com-news-hong-kong-health-environment-article-3079914-coronaviru
 Coronavirus: why Donald Trump has little power to reopen US economy - 11:35 AM EDT;https://www.scmp.com/news/world/united-states-canada/article/3079915/coronavirus-why-donald-trump-has-little-power;scmp-com-news-world-united-states-canada-article-3079915-coronavirus-
 Coronavirus means Chinese students battle rising tide of prejudice in US but fear they may not be welcomed home - 11:35 AM EDT;https://www.scmp.com/news/china/article/3079877/coronavirus-means-chinese-students-battle-rising-tide-prejudice-us-fear;scmp-com-news-china-article-3079877-coronavirus-means-chinese-student
 Behind the scenes in the fight against COVID-19 - 11:34 AM EDT;https://www.cbc.ca/news/canada/toronto/covid-19-day-in-the-life-at-humber-river-hospital-1.5530940?cmp=rss;cbc-ca-news-canada-toronto-covid-19-day-in-the-life-at-humber-river-h
