titulo;link;id
 Can airlines survive the coronavirus crisis? - 05:01 PM EDT;https://www.aljazeera.com/programmes/insidestory/2020/03/airlines-survive-coronavirus-crisis-200328201957050.html;aljazeera-com-programmes-insidestory-2020-03-airlines-survive-coronav
 The coronavirus may hit rural America later — and harder  - 05:00 PM EDT;https://www.vox.com/2020/3/28/21197421/usa-coronavirus-covid-19-rural-america;vox-com-2020-3-28-21197421-usa-coronavirus-covid-19-rural-america
 India seeks 38 million masks as coronavirus crisis worsens - 04:59 PM EDT;https://nypost.com/2020/03/28/india-seeks-38-million-masks-as-coronavirus-crisis-worsens/;nypost-com-2020-03-28-india-seeks-38-million-masks-as-coronavirus-cri
 Coronavirus Tales: The doorman who misses seeing his tenants - 04:59 PM EDT;https://nypost.com/2020/03/28/coronavirus-tales-the-doorman-who-misses-seeing-his-tenants/;nypost-com-2020-03-28-coronavirus-tales-the-doorman-who-misses-seeing
