1,Duke researchers are decontaminating N95 masks so doctors can reuse them to treat coronavirus patients,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-28-20-intl-hnk/index.html
2,The US keeps millions of chickens in secret farms to make flu vaccines. But their eggs won't work for coronavirus,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-28-20-intl-hnk/index.html
3,Thousands of graduating nursing students are unable to help battle US virus epidemic,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-28-20-intl-hnk/index.html
4,Hundreds of stranded German tourists flown out of Nepal,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-28-20-intl-hnk/index.html
5,People are holding video game weddings and graduation ceremonies,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-28-20-intl-hnk/index.html
6,Fresh spike in South Korea cases,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-28-20-intl-hnk/index.html
7,"More than 26,000 coronavirus cases reported in New York City",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-28-20-intl-hnk/index.html
8,Joe Biden describes how he stays in touch with his grandchildren while practicing social distancing,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-28-20-intl-hnk/index.html
9,Alaska issues stay-at-home order and closes non-essential businesses,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-28-20-intl-hnk/index.html
10,"Rhode Island will knock on doors and stop cars to find New Yorkers to slow the spread of coronavirus
",https://www.cnn.com/2020/03/27/us/rhode-island-tracking-down-new-yorkers/index.html
11,"Biden says people who have lost loved ones to coronavirus should ""seek help, talk to people""",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-27-20-intl-hnk/index.html
12,FDA authorizes 15-minute coronavirus test,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-27-20-intl-hnk/index.html
13,"Biden: ""No one should be evicted during this period""",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-27-20-intl-hnk/index.html
14,Biden worries that small business will get left behind by stimulus ,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-27-20-intl-hnk/index.html
15,"Biden: ""We are seeing the soul of America now""",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-27-20-intl-hnk/index.html
16,"Biden: ""There is no distinction"" between mental and physical health problems",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-27-20-intl-hnk/index.html
17,"More than 101,000 coronavirus cases have been reported in the US",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-27-20-intl-hnk/index.html
18,Biden: Congress should pass law covering all coronavirus-related health expenses,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-27-20-intl-hnk/index.html
19,"In the race to secure medical supplies, countries ban or restrict exports
",https://www.cnn.com/2020/03/27/business/medical-supplies-export-ban/index.html
20,"4 'older' guests died on a cruise ship where 2 people have tested positive for coronavirus
",https://www.cnn.com/2020/03/27/us/four-dead-holland-america-cruise-ship/index.html
21,"White House finalizing new coronavirus guideline options for Trump ahead of 15-day expiration
",https://www.cnn.com/2020/03/27/politics/social-distancing-guidelines-update/index.html
22,"When will you see money and benefits from the stimulus bill?
",https://www.cnn.com/2020/03/27/politics/stimulus-payments/index.html
23,"A letter from a Michigan hospital system details who would get life-saving resources if equipment runs short during the coronavirus pandemic
",https://www.cnn.com/2020/03/27/health/michigan-henry-ford-letter-coronavirus/index.html
24,"Trump in crisis mode uses Hannity interview to attack the media and Democratic governors
",https://www.cnn.com/2020/03/27/media/trump-fox-news-media-attacks/index.html
25,"Here are the states that postponed their primaries due to coronavirus
",https://www.cnn.com/2020/03/16/politics/state-primaries-postponed-coronavirus/index.html
26,"When social distancing extends to the birth of your own child
",https://www.cnn.com/2020/03/25/europe/vandoorne-diary-france-pregnancy-intl/index.html
27,"Sheila Bair: The Fed is making the right moves to help America's small businesses
",https://www.cnn.com/2020/03/27/perspectives/sheila-bair-federal-reserve-small-business/index.html
28,"Net-a-Porter and Next are suspending online shopping to keep workers safe
",https://www.cnn.com/2020/03/27/business/online-retail-food-delivery-coronavirus/index.html
29,"'Like a bomb had gone off on either side of their chest.' London doctors speak of 'continuous tsunami'
",https://www.cnn.com/2020/03/27/uk/coronavirus-uk-hospitals-masks-gbr-intl/index.html
30,"How your diet can help flatten the curve
",https://www.cnn.com/2020/03/27/opinions/healthy-diet-immune-system-covid-19-mozaffarian-glickman-nikbin-meydani/index.html
31,"Singapore threatens 6 months in jail for breaking social distancing laws
",https://www.cnn.com/2020/03/27/asia/singapore-coronavirus-laws-scli-intl/index.html
32,"What you need to know about coronavirus on Friday, March 27
",https://www.cnn.com/2020/03/27/world/coronavirus-newsletter-03-27-20/index.html
33,"Barcelona says it will reduce player wages to 'minimize economic impact' caused by coronavirus
",https://www.cnn.com/2020/03/27/football/barcelona-paycuts-coronavirus-lionel-messi-spt-intl/index.html
34,"Trump touts great success as US becomes world's worst virus epicenter
",https://www.cnn.com/2020/03/27/politics/donald-trump-coronavirus-response/index.html
35,"Abortion provision thrown into doubt by coronavirus pandemic
",https://www.cnn.com/2020/03/27/health/coronavirus-abortion-access-intl/index.html
36,"The bill for saving the world economy is $7 trillion and rising
",https://www.cnn.com/2020/03/26/economy/global-economy-coronavirus-bailout/index.html
37,"US has more known cases of coronavirus than any other country
",https://www.cnn.com/2020/03/26/health/coronavirus-thousand-deaths-thursday/index.html
38,"Global stocks lose momentum after a three-day rally on Wall Street
",https://www.cnn.com/2020/03/26/investing/global-stocks/index.html
39,"California cities could see coronavirus outbreaks as bad as New York City, officials say
",https://www.cnn.com/2020/03/27/us/california-los-angeles-new-york-coronavirus/index.html
40,"New Orleans on Louisiana's front line in coronavirus war, as disaster has state monitoring nursing homes
",https://www.cnn.com/2020/03/26/us/new-orleans-coronavirus-louisiana/index.html
41,"Fact check: Trump utters series of false and misleading claims at coronavirus briefing
",https://www.cnn.com/2020/03/26/politics/fact-check-trump-coronavirus-briefing/index.html
42,"Cases explode in Michigan but states outside the hotspots can't get supplies
",https://www.cnn.com/2020/03/26/politics/michigan-coronavirus-states/index.html
43,"Increasing supply of necessary medical equipment for Covid-19 will not resolve the crisis, US surgeon general says",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk/index.html
44,24 detainees have tested positive for coronavirus in a Chicago jail,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk/index.html
45,CNN's town hall on the coronavirus pandemic has ended. Here are the highlights,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk/index.html
46,What Olympic swimmer Katie Ledecky is doing to stay in shape during the coronavirus pandemic,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk/index.html
47,"Katie Ledecky: Postponing the Olympics is ""disappointing but certainly the right call""",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk/index.html
48,"We need to take care of our mental health during this pandemic, psychiatrist says",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk/index.html
49,"California is the next New York, and New York is the next Italy, says LA mayor",https://www.cnn.com/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk/index.html
50,Travel to Hawaii drops by 87% after new coronavirus restrictions,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk/index.html
51,"Pelosi promises 'strong bipartisan vote' for $2 trillion stimulus in the House
",https://www.cnn.com/2020/03/26/politics/stimulus-coronavirus-pelosi-house-vote/index.html
52,"Hospitals consider changes to do-not-resuscitate situations amid coronavirus pandemic
",https://www.cnn.com/2020/03/26/health/coronavirus-hospitals-do-not-resuscitate-bn/index.html
53,"Ethiopia pardons more than 4,000 prisoners to help prevent coronavirus spread
",https://www.cnn.com/2020/03/26/africa/ethiopia-pardons-4000-prisoners-over-coronavirus/index.html
54,"Trump administration to federal prisons: Increase home confinement for inmates to slow coronavirus spread
",https://www.cnn.com/2020/03/26/politics/trump-administration-federal-prisons-coronavirus/index.html
55,"Mexican governor claims poor people are 'immune' from coronavirus
",https://www.cnn.com/2020/03/26/americas/mexico-coronavirus-luis-miguel-barbosa-intl/index.html
56,"Rapid increase in coronavirus cases aboard US aircraft carrier
",https://www.cnn.com/2020/03/26/politics/coronavirus-cases-us-aircraft-carrier/index.html
57,"For the first time since 9/11, NYC has set up makeshift morgues. This time, it's in anticipation of coronavirus deaths
",https://www.cnn.com/2020/03/26/us/makeshift-morgues-coronavirus-new-york/index.html
58,"The Joint List is the real opposition to Israel's right-wing governments
",https://www.cnn.com/2020/03/25/opinions/ahmad-tibi-the-joint-list-is-the-real-opposition-to-israels-right-wing-governments/index.html
59,"Trump previews new social distancing guidelines based on geographic risks
",https://www.cnn.com/2020/03/26/politics/trump-governors-guidlines/index.html
60,"Three migrant children in US government custody test positive for coronavirus
",https://www.cnn.com/2020/03/26/politics/unaccompanied-migrant-children-coronavirus/index.html
61,"Jacinda Ardern hosts coronavirus Facebook Live from her home
",https://www.cnn.com/2020/03/26/world/jacinda-ardern-facebook-coronavirus-scli-intl/index.html
62,"Why New York is the epicenter of the American coronavirus outbreak
",https://www.cnn.com/2020/03/26/us/new-york-coronavirus-explainer/index.html
63,"The pandemic is forcing us to reimagine what community looks like
",https://www.cnn.com/2020/03/26/politics/coronavirus-social-gatherings-community/index.html
